gtfo_off_title;Disable 'Release Vassal' decisions;Disable 'Release Vassal' decisions;
gtfo_TOK_desc;We've had a good run, but it's time to end our rulership of Tokelau: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tokelau: if you love something, let it go!;
gtfo_TON_title;Grant Tonga Independence;Grant Tonga Independence;
gtfo_TON_desc;We've had a good run, but it's time to end our rulership of Tonga: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tonga: if you love something, let it go!;
gtfo_TRA_title;Grant Travancore Independence;Grant Travancore Independence;
gtfo_TRA_desc;We've had a good run, but it's time to end our rulership of Travancore: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Travancore: if you love something, let it go!;
gtfo_TRD_title;Grant Transnistria Independence;Grant Transnistria Independence;
gtfo_TRD_desc;We've had a good run, but it's time to end our rulership of Transnistria: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Transnistria: if you love something, let it go!;
gtfo_TRE_title;Grant Trieste Independence;Grant Trieste Independence;
gtfo_TRE_desc;We've had a good run, but it's time to end our rulership of Trieste: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Trieste: if you love something, let it go!;
gtfo_LBY_title;Grant Tripoli Independence;Grant Tripoli Independence;
gtfo_LBY_desc;We've had a good run, but it's time to end our rulership of Tripoli: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tripoli: if you love something, let it go!;
gtfo_TPI_title;Grant Tripura Independence;Grant Tripura Independence;
gtfo_TPI_desc;We've had a good run, but it's time to end our rulership of Tripura: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tripura: if you love something, let it go!;
gtfo_TRK_title;Grant Transkei Independence;Grant Transkei Independence;
gtfo_TRK_desc;We've had a good run, but it's time to end our rulership of Transkei: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Transkei: if you love something, let it go!;
gtfo_TUN_title;Grant Tunis Independence;Grant Tunis Independence;
gtfo_TUN_desc;We've had a good run, but it's time to end our rulership of Tunis: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tunis: if you love something, let it go!;
gtfo_TUR_title;Grant Ottoman Empire Independence;Grant Ottoman Empire Independence;
gtfo_TUR_desc;We've had a good run, but it's time to end our rulership of Ottoman Empire: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Ottoman Empire: if you love something, let it go!;
gtfo_TUV_title;Grant Tuvalu Independence;Grant Tuvalu Independence;
gtfo_TUV_desc;We've had a good run, but it's time to end our rulership of Tuvalu: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Tuvalu: if you love something, let it go!;
gtfo_UAE_title;Grant United Arab Emirates Independence;Grant United Arab Emirates Independence;
gtfo_UAE_desc;We've had a good run, but it's time to end our rulership of United Arab Emirates: if you love something, let it go!;We've had a good run, but it's time to end our rulership of United Arab Emirates: if you love something, let it go!;
gtfo_UAR_title;Grant United Arab Republic Independence;Grant United Arab Republic Independence;
gtfo_UAR_desc;We've had a good run, but it's time to end our rulership of United Arab Republic: if you love something, let it go!;We've had a good run, but it's time to end our rulership of United Arab Republic: if you love something, let it go!;
gtfo_UBD_title;Grant United Baltic Provinces Independence;Grant United Baltic Provinces Independence;
gtfo_UBD_desc;We've had a good run, but it's time to end our rulership of United Baltic Provinces: if you love something, let it go!;We've had a good run, but it's time to end our rulership of United Baltic Provinces: if you love something, let it go!;
gtfo_UCH_title;Grant Reorganized Government of China Independence;Grant Reorganized Government of China Independence;
gtfo_UCH_desc;We've had a good run, but it's time to end our rulership of Reorganized Government of China: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Reorganized Government of China: if you love something, let it go!;
gtfo_UCS_title;Grant Congo Stanleyville Independence;Grant Congo Stanleyville Independence;
gtfo_UCS_desc;We've had a good run, but it's time to end our rulership of Congo Stanleyville: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Congo Stanleyville: if you love something, let it go!;
gtfo_UDM_title;Grant Udmurtia Independence;Grant Udmurtia Independence;
gtfo_UDM_desc;We've had a good run, but it's time to end our rulership of Udmurtia: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Udmurtia: if you love something, let it go!;
gtfo_UFR_title;Grant Free France Independence;Grant Free France Independence;
gtfo_UFR_desc;We've had a good run, but it's time to end our rulership of Free France: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Free France: if you love something, let it go!;
gtfo_UGA_title;Grant Uganda Independence;Grant Uganda Independence;
gtfo_UGA_desc;We've had a good run, but it's time to end our rulership of Uganda: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Uganda: if you love something, let it go!;
gtfo_UGR_title;Grant Provincial Democratic Greece Independence;Grant Provincial Democratic Greece Independence;
gtfo_UGR_desc;We've had a good run, but it's time to end our rulership of Provincial Democratic Greece: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Provincial Democratic Greece: if you love something, let it go!;
gtfo_UKR_title;Grant Ukraine Independence;Grant Ukraine Independence;
gtfo_UKR_desc;We've had a good run, but it's time to end our rulership of Ukraine: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Ukraine: if you love something, let it go!;
gtfo_URU_title;Grant Uruguay Independence;Grant Uruguay Independence;
gtfo_URU_desc;We've had a good run, but it's time to end our rulership of Uruguay: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Uruguay: if you love something, let it go!;
gtfo_USA_title;Grant USA Independence;Grant USA Independence;
gtfo_USA_desc;We've had a good run, but it's time to end our rulership of USA: if you love something, let it go!;We've had a good run, but it's time to end our rulership of USA: if you love something, let it go!;
gtfo_USY_title;Grant the Syrian Interim Government Independence;Grant the Syrian Interim Government Independence;
gtfo_USY_desc;We've had a good run, but it's time to end our rulership of the Syrian Interim Government: if you love something, let it go!;We've had a good run, but it's time to end our rulership of the Syrian Interim Government: if you love something, let it go!;
gtfo_UZB_title;Grant Uzbekistan Independence;Grant Uzbekistan Independence;
gtfo_UZB_desc;We've had a good run, but it's time to end our rulership of Uzbekistan: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Uzbekistan: if you love something, let it go!;
gtfo_VAN_title;Grant Vanuatu Independence;Grant Vanuatu Independence;
gtfo_VAN_desc;We've had a good run, but it's time to end our rulership of Vanuatu: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Vanuatu: if you love something, let it go!;
gtfo_VED_title;Grant Venda Independence;Grant Venda Independence;
gtfo_VED_desc;We've had a good run, but it's time to end our rulership of Venda: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Venda: if you love something, let it go!;
gtfo_VIR_title;Grant Virgin Islands Independence;Grant Virgin Islands Independence;
gtfo_VIR_desc;We've had a good run, but it's time to end our rulership of Virgin Islands: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Virgin Islands: if you love something, let it go!;
gtfo_VNZ_title;Grant Venezuela Independence;Grant Venezuela Independence;
gtfo_VNZ_desc;We've had a good run, but it's time to end our rulership of Venezuela: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Venezuela: if you love something, let it go!;
gtfo_VOJ_title;Grant Vojvodina Independence;Grant Vojvodina Independence;
gtfo_VOJ_desc;We've had a good run, but it's time to end our rulership of Vojvodina: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Vojvodina: if you love something, let it go!;
gtfo_WAE_title;Grant Wales Independence;Grant Wales Independence;
gtfo_WAE_desc;We've had a good run, but it's time to end our rulership of Wales: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Wales: if you love something, let it go!;
gtfo_WAF_title;Grant Wallis And Futuna Independence;Grant Wallis And Futuna Independence;
gtfo_WAF_desc;We've had a good run, but it's time to end our rulership of Wallis And Futuna: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Wallis And Futuna: if you love something, let it go!;
gtfo_WLL_title;Grant Wallonia Independence;Grant Wallonia Independence;
gtfo_WLL_desc;We've had a good run, but it's time to end our rulership of Wallonia: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Wallonia: if you love something, let it go!;
gtfo_WPA_title;Grant West Papua Independence;Grant West Papua Independence;
gtfo_WPA_desc;We've had a good run, but it's time to end our rulership of West Papua: if you love something, let it go!;We've had a good run, but it's time to end our rulership of West Papua: if you love something, let it go!;
gtfo_WSA_title;Grant Western Sahara Independence;Grant Western Sahara Independence;
gtfo_WSA_desc;We've had a good run, but it's time to end our rulership of Western Sahara: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Western Sahara: if you love something, let it go!;
gtfo_XAC_title;Grant Andean Community Independence;Grant Andean Community Independence;
gtfo_XAC_desc;We've had a good run, but it's time to end our rulership of Andean Community: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Andean Community: if you love something, let it go!;
gtfo_XAL_title;Grant Arab League Independence;Grant Arab League Independence;
gtfo_XAL_desc;We've had a good run, but it's time to end our rulership of Arab League: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Arab League: if you love something, let it go!;
gtfo_XAN_title;Grant ASEAN Independence;Grant ASEAN Independence;
gtfo_XAN_desc;We've had a good run, but it's time to end our rulership of ASEAN: if you love something, let it go!;We've had a good run, but it's time to end our rulership of ASEAN: if you love something, let it go!;
gtfo_XAU_title;Grant African Union Independence;Grant African Union Independence;
gtfo_XAU_desc;We've had a good run, but it's time to end our rulership of African Union: if you love something, let it go!;We've had a good run, but it's time to end our rulership of African Union: if you love something, let it go!;
gtfo_XCC_title;Grant CARICOM Independence;Grant CARICOM Independence;
gtfo_XCC_desc;We've had a good run, but it's time to end our rulership of CARICOM: if you love something, let it go!;We've had a good run, but it's time to end our rulership of CARICOM: if you love something, let it go!;
gtfo_XCI_title;Grant Central American Integration System Independence;Grant Central American Integration System Independence;
gtfo_XCI_desc;We've had a good run, but it's time to end our rulership of Central American Integration System: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Central American Integration System: if you love something, let it go!;
gtfo_XEA_title;Grant Eurasian Economic Community Independence;Grant Eurasian Economic Community Independence;
gtfo_XEA_desc;We've had a good run, but it's time to end our rulership of Eurasian Economic Community: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Eurasian Economic Community: if you love something, let it go!;
gtfo_XEC_title;Grant ECCAS Independence;Grant ECCAS Independence;
gtfo_XEC_desc;We've had a good run, but it's time to end our rulership of ECCAS: if you love something, let it go!;We've had a good run, but it's time to end our rulership of ECCAS: if you love something, let it go!;
gtfo_XEF_title;Grant East African Federation Independence;Grant East African Federation Independence;
gtfo_XEF_desc;We've had a good run, but it's time to end our rulership of East African Federation: if you love something, let it go!;We've had a good run, but it's time to end our rulership of East African Federation: if you love something, let it go!;
gtfo_XEU_title;Grant Europena Union Independence;Grant Europena Union Independence;
gtfo_XEU_desc;We've had a good run, but it's time to end our rulership of Europena Union: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Europena Union: if you love something, let it go!;
gtfo_XEW_title;Grant ECOWAS Independence;Grant ECOWAS Independence;
gtfo_XEW_desc;We've had a good run, but it's time to end our rulership of ECOWAS: if you love something, let it go!;We've had a good run, but it's time to end our rulership of ECOWAS: if you love something, let it go!;
gtfo_XGC_title;Grant Gulf Cooperation Council Independence;Grant Gulf Cooperation Council Independence;
gtfo_XGC_desc;We've had a good run, but it's time to end our rulership of Gulf Cooperation Council: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Gulf Cooperation Council: if you love something, let it go!;
gtfo_XMS_title;Grant Mercosur Independence;Grant Mercosur Independence;
gtfo_XMS_desc;We've had a good run, but it's time to end our rulership of Mercosur: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Mercosur: if you love something, let it go!;
gtfo_XMU_title;Grant Arab Maghreb Union Independence;Grant Arab Maghreb Union Independence;
gtfo_XMU_desc;We've had a good run, but it's time to end our rulership of Arab Maghreb Union: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Arab Maghreb Union: if you love something, let it go!;
gtfo_XNA_title;Grant NAFTA Independence;Grant NAFTA Independence;
gtfo_XNA_desc;We've had a good run, but it's time to end our rulership of NAFTA: if you love something, let it go!;We've had a good run, but it's time to end our rulership of NAFTA: if you love something, let it go!;
gtfo_XPI_title;Grant Pacific Islands Federation Independence;Grant Pacific Islands Federation Independence;
gtfo_XPI_desc;We've had a good run, but it's time to end our rulership of Pacific Islands Federation: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Pacific Islands Federation: if you love something, let it go!;
gtfo_XSA_title;Grant Southern African Development Community Independence;Grant Southern African Development Community Independence;
gtfo_XSA_desc;We've had a good run, but it's time to end our rulership of Southern African Development Community: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Southern African Development Community: if you love something, let it go!;
gtfo_XSU_title;Grant Union of South American Nations Independence;Grant Union of South American Nations Independence;
gtfo_XSU_desc;We've had a good run, but it's time to end our rulership of Union of South American Nations: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Union of South American Nations: if you love something, let it go!;
gtfo_XTC_title;Grant Turkic Council Independence;Grant Turkic Council Independence;
gtfo_XTC_desc;We've had a good run, but it's time to end our rulership of Turkic Council: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Turkic Council: if you love something, let it go!;
gtfo_XUM_title;Grant Ummah Independence;Grant Ummah Independence;
gtfo_XUM_desc;We've had a good run, but it's time to end our rulership of Ummah: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Ummah: if you love something, let it go!;
gtfo_YAK_title;Grant Yakutia Independence;Grant Yakutia Independence;
gtfo_YAK_desc;We've had a good run, but it's time to end our rulership of Yakutia: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Yakutia: if you love something, let it go!;
gtfo_YEM_title;Grant Yemen Independence;Grant Yemen Independence;
gtfo_YEM_desc;We've had a good run, but it's time to end our rulership of Yemen: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Yemen: if you love something, let it go!;
gtfo_YNN_title;Grant Yunnan Independence;Grant Yunnan Independence;
gtfo_YNN_desc;We've had a good run, but it's time to end our rulership of Yunnan: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Yunnan: if you love something, let it go!;
gtfo_YOG_title;Grant Yogyakarta Independence;Grant Yogyakarta Independence;
gtfo_YOG_desc;We've had a good run, but it's time to end our rulership of Yogyakarta: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Yogyakarta: if you love something, let it go!;
gtfo_YUG_title;Grant Yugoslavia Independence;Grant Yugoslavia Independence;
gtfo_YUG_desc;We've had a good run, but it's time to end our rulership of Yugoslavia: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Yugoslavia: if you love something, let it go!;
gtfo_YOR_title;Grant Oodua Independence;Grant Oodua Independence;
gtfo_YOR_desc;We've had a good run, but it's time to end our rulership of Oodua: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Oodua: if you love something, let it go!;
gtfo_ZAM_title;Grant Zambia Independence;Grant Zambia Independence;
gtfo_ZAM_desc;We've had a good run, but it's time to end our rulership of Zambia: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Zambia: if you love something, let it go!;
gtfo_ZAN_title;Grant Zanzibar Independence;Grant Zanzibar Independence;
gtfo_ZAN_desc;We've had a good run, but it's time to end our rulership of Zanzibar: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Zanzibar: if you love something, let it go!;
gtfo_ZIM_title;Grant Zimbabwe Independence;Grant Zimbabwe Independence;
gtfo_ZIM_desc;We've had a good run, but it's time to end our rulership of Zimbabwe: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Zimbabwe: if you love something, let it go!;
gtfo_ZUL_title;Grant Zulu Independence;Grant Zulu Independence;
gtfo_ZUL_desc;We've had a good run, but it's time to end our rulership of Zulu: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Zulu: if you love something, let it go!;
gtfo_CNA_title;Grant the Canary Islands Independence;Grant the Canary Islands Independence;
gtfo_CNA_desc;We've had a good run, but it's time to end our rulership of the Canary Islands: if you love something, let it go!;We've had a good run, but it's time to end our rulership of the Canary Islands: if you love something, let it go!;
gtfo_GUD_title;Grant Guadeloupe Independence;Grant Guadeloupe Independence;
gtfo_GUD_desc;We've had a good run, but it's time to end our rulership of Guadeloupe: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Guadeloupe: if you love something, let it go!;
gtfo_GUM_title;Grant Guam Independence;Grant Guam Independence;
gtfo_GUM_desc;We've had a good run, but it's time to end our rulership of Guam: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Guam: if you love something, let it go!;
gtfo_GUN_title;Grant Guiana Independence;Grant Guiana Independence;
gtfo_GUN_desc;We've had a good run, but it's time to end our rulership of Guiana: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Guiana: if you love something, let it go!;
gtfo_MTQ_title;Grant Martinique Independence;Grant Martinique Independence;
gtfo_MTQ_desc;We've had a good run, but it's time to end our rulership of Martinique: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Martinique: if you love something, let it go!;
gtfo_MTS_title;Grant Montserrat Independence;Grant Montserrat Independence;
gtfo_MTS_desc;We've had a good run, but it's time to end our rulership of Montserrat: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Montserrat: if you love something, let it go!;
gtfo_REU_title;Grant Reunion Independence;Grant Reunion Independence;
gtfo_REU_desc;We've had a good run, but it's time to end our rulership of R?union: if you love something, let it go!;We've had a good run, but it's time to end our rulership of R?union: if you love something, let it go!;
gtfo_CIP_title;Grant Chiapas Independence;Grant Chiapas Independence;
gtfo_CIP_desc;We've had a good run, but it's time to end our rulership of Chiapas: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Chiapas: if you love something, let it go!;
gtfo_ALW_title;Grant Alawite State Independence;Grant Alawite State Independence;
gtfo_ALW_desc;We've had a good run, but it's time to end our rulership of Alawite State: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Alawite State: if you love something, let it go!;
gtfo_JAD_title;Grant Jabal al-Druze Independence;Grant Jabal al-Druze Independence;
gtfo_JAD_desc;We've had a good run, but it's time to end our rulership of Jabal al-Druze: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Jabal al-Druze: if you love something, let it go!;
gtfo_PJB_title;Grant Punjab Independence;Grant Punjab Independence;
gtfo_PJB_desc;We've had a good run, but it's time to end our rulership of Punjab: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Punjab: if you love something, let it go!;
gtfo_UOA_title;Grant Oudh Independence;Grant Oudh Independence;
gtfo_UOA_desc;We've had a good run, but it's time to end our rulership of Oudh: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Oudh: if you love something, let it go!;
gtfo_BPA_title;Grant Nagpur Independence;Grant Nagpur Independence;
gtfo_BPA_desc;We've had a good run, but it's time to end our rulership of Nagpur: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Nagpur: if you love something, let it go!;
gtfo_NFP_title;Grant Khyber Pakhtunkhwa Independence;Grant Khyber Pakhtunkhwa Independence;
gtfo_NFP_desc;We've had a good run, but it's time to end our rulership of Khyber Pakhtunkhwa: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Khyber Pakhtunkhwa: if you love something, let it go!;
gtfo_BIR_title;Grant Bihar Independence;Grant Bihar Independence;
gtfo_BIR_desc;We've had a good run, but it's time to end our rulership of Bihar: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Bihar: if you love something, let it go!;
gtfo_RGH_title;Grant Raigarh Independence;Grant Raigarh Independence;
gtfo_RGH_desc;We've had a good run, but it's time to end our rulership of Raigarh: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Raigarh: if you love something, let it go!;
gtfo_BOM_title;Grant Maharashtra Independence;Grant Maharashtra Independence;
gtfo_BOM_desc;We've had a good run, but it's time to end our rulership of Maharashtra: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Maharashtra: if you love something, let it go!;
gtfo_KLP_title;Grant Kolhapur Independence;Grant Kolhapur Independence;
gtfo_KLP_desc;We've had a good run, but it's time to end our rulership of Kolhapur: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Kolhapur: if you love something, let it go!;
gtfo_CRL_title;Grant Chitral Independence;Grant Chitral Independence;
gtfo_CRL_desc;We've had a good run, but it's time to end our rulership of Chitral: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Chitral: if you love something, let it go!;
gtfo_BAS_title;Grant Bastar Independence;Grant Bastar Independence;
gtfo_BAS_desc;We've had a good run, but it's time to end our rulership of Bastar: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Bastar: if you love something, let it go!;
gtfo_BHP_title;Grant Bahawalpur Independence;Grant Bahawalpur Independence;
gtfo_BHP_desc;We've had a good run, but it's time to end our rulership of Bahawalpur: if you love something, let it go!;We've had a good run, but it's time to end our rulership of Bahawalpur: if you love something, let it go!;
